user_id,book_id,ten_sach,the_loai,final_score
103,75,Fullmetal Alchemist,History,0.8163333333333334
103,95,Radical Candor,History,0.808888888888889
103,69,Tự Do Tài Chính,History,0.7784444444444445
103,55,Vườn Nửa Đêm,History,0.7401111111111112
104,18,Số Đỏ,Classic,0.8555555555555555
104,8,Naruto,Classic,0.8388888888888888
104,24,Good to Great,Classic,0.8245555555555556
104,72,Demon Slayer,Classic,0.783888888888889
104,4,Atomic Habits,Classic,0.766888888888889
105,17,Quê Hương Tuổi Thơ,Fantasy,0.869944949474156
105,68,Bitcoin & Blockchain,Fantasy,0.8639430748386242
105,56,The Power of Habit,Fantasy,0.8473333333333334
105,73,My Hero Academia,Fantasy,0.832888888888889
105,12,The Hobbit,Fantasy,0.8167777777777778
106,59,Make Your Bed,Business,0.8463333333333333
106,85,Continuous Discovery,Business,0.8222222222222222
106,21,Rich Dad Poor Dad,Business,0.8093333333333332
106,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
106,66,Sách Trắng Tài Chính,Business,0.8051111111111112
107,44,Sức Mạnh Hiện Tại,Business,0.8888541812563823
107,59,Make Your Bed,Business,0.8863159795170799
107,60,Can't Hurt Me,Business,0.8315127149507323
107,85,Continuous Discovery,Business,0.8222222222222222
107,21,Rich Dad Poor Dad,Business,0.8093333333333332
108,52,Tình Yêu Thời Thổ Tả,Classic,0.8805358598903621
108,18,Số Đỏ,Classic,0.8555555555555555
108,8,Naruto,Classic,0.8388888888888888
108,24,Good to Great,Classic,0.8245555555555556
108,31,Lịch Sử Loài Người,Classic,0.808888888888889
109,30,Big Little Lies,History,0.8190000000000001
109,75,Fullmetal Alchemist,History,0.8163333333333334
109,95,Radical Candor,History,0.808888888888889
109,7,One Piece,History,0.8046666666666666
109,78,Thiên Thần Và Ác Quỷ,History,0.8001111111111112
110,17,Quê Hương Tuổi Thơ,Fantasy,0.8699448282900921
110,56,The Power of Habit,Fantasy,0.8473333333333334
110,73,My Hero Academia,Fantasy,0.832888888888889
110,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
110,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
111,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8856355826861712
111,29,The Girl on the Train,Self-help,0.8444444444444444
111,40,Great Expectations,Self-help,0.8416666666666667
111,98,Tôi Thấy Hoa Vàng,Self-help,0.8330903884574474
111,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
112,68,Bitcoin & Blockchain,Fantasy,0.9064710074640309
112,56,The Power of Habit,Fantasy,0.8473333333333334
112,73,My Hero Academia,Fantasy,0.832888888888889
112,17,Quê Hương Tuổi Thơ,Fantasy,0.8324444444444444
112,12,The Hobbit,Fantasy,0.8167777777777778
113,59,Make Your Bed,Business,0.9462680122216679
113,85,Continuous Discovery,Business,0.8222222222222222
113,21,Rich Dad Poor Dad,Business,0.8093333333333332
113,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
113,66,Sách Trắng Tài Chính,Business,0.8051111111111112
114,56,The Power of Habit,Fantasy,0.8848281296534589
114,68,Bitcoin & Blockchain,Fantasy,0.8639397046119569
114,73,My Hero Academia,Fantasy,0.832888888888889
114,12,The Hobbit,Fantasy,0.8167777777777778
114,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
115,31,Lịch Sử Loài Người,Classic,0.908888888888889
115,52,Tình Yêu Thời Thổ Tả,Classic,0.8805541125908152
115,18,Số Đỏ,Classic,0.8555555555555555
115,8,Naruto,Classic,0.8388888888888888
115,24,Good to Great,Classic,0.8245555555555556
116,29,The Girl on the Train,Self-help,0.8444444444444444
116,40,Great Expectations,Self-help,0.8416666666666667
116,100,Cô Đơn Trên Đại Dương,Self-help,0.8302182696143194
116,58,Essentialism,Self-help,0.8144444444444445
116,57,Deep Work,Self-help,0.8113012310225469
117,68,Bitcoin & Blockchain,Fantasy,0.9264444444444445
117,17,Quê Hương Tuổi Thơ,Fantasy,0.875299557266375
117,56,The Power of Habit,Fantasy,0.8473333333333334
117,73,My Hero Academia,Fantasy,0.832888888888889
117,12,The Hobbit,Fantasy,0.8167777777777778
118,44,Sức Mạnh Hiện Tại,Business,0.8689227211173655
118,59,Make Your Bed,Business,0.8463333333333333
118,66,Sách Trắng Tài Chính,Business,0.8051111111111112
118,97,Mắt Biếc,Business,0.8043333333333333
118,54,Ficciones,Business,0.7954444444444444
119,59,Make Your Bed,Business,0.8463333333333333
119,85,Continuous Discovery,Business,0.8222222222222222
119,21,Rich Dad Poor Dad,Business,0.8093333333333332
119,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
119,66,Sách Trắng Tài Chính,Business,0.8051111111111112
120,12,The Hobbit,Fantasy,0.9167777777777778
120,68,Bitcoin & Blockchain,Fantasy,0.9064486990833622
120,17,Quê Hương Tuổi Thơ,Fantasy,0.8924398955921602
120,65,Bỉ Vỏ,Fantasy,0.86122647686114
120,73,My Hero Academia,Fantasy,0.832888888888889
121,59,Make Your Bed,Business,0.8463333333333333
121,85,Continuous Discovery,Business,0.8222222222222222
121,21,Rich Dad Poor Dad,Business,0.8093333333333332
121,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
121,66,Sách Trắng Tài Chính,Business,0.8051111111111112
122,65,Bỉ Vỏ,Fantasy,0.8812222222222222
122,56,The Power of Habit,Fantasy,0.8473333333333334
122,73,My Hero Academia,Fantasy,0.832888888888889
122,84,Inspired,Fantasy,0.783
122,27,Agatha Christie Collection,Fantasy,0.7572222222222222
123,59,Make Your Bed,Business,0.8463333333333333
123,21,Rich Dad Poor Dad,Business,0.8093333333333332
123,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
123,66,Sách Trắng Tài Chính,Business,0.8051111111111112
123,97,Mắt Biếc,Business,0.8043333333333333
124,59,Make Your Bed,Business,0.8463333333333333
124,60,Can't Hurt Me,Business,0.8264765388850859
124,85,Continuous Discovery,Business,0.8222222222222222
124,21,Rich Dad Poor Dad,Business,0.8093333333333332
124,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
125,59,Make Your Bed,Business,0.8463333333333333
125,92,The Goal,Business,0.8228780202883114
125,85,Continuous Discovery,Business,0.8222222222222222
125,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
125,97,Mắt Biếc,Business,0.8043333333333333
126,40,Great Expectations,Self-help,0.8791650841964627
126,29,The Girl on the Train,Self-help,0.8444444444444444
126,58,Essentialism,Self-help,0.8144444444444445
126,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
126,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
127,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8940107387434169
127,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8681188685171964
127,29,The Girl on the Train,Self-help,0.8444444444444444
127,40,Great Expectations,Self-help,0.8416666666666667
127,58,Essentialism,Self-help,0.8144444444444445
128,17,Quê Hương Tuổi Thơ,Fantasy,0.8752986488881361
128,56,The Power of Habit,Fantasy,0.8473333333333334
128,94,Measure What Matters,Fantasy,0.8430746444228794
128,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
128,12,The Hobbit,Fantasy,0.8167777777777778
129,59,Make Your Bed,Business,0.8463333333333333
129,48,Những Người Khốn Khổ,Business,0.8278612556461574
129,85,Continuous Discovery,Business,0.8222222222222222
129,45,Mindset,Business,0.8164168112017129
129,11,Harry Potter,Business,0.8121945889794907
130,18,Số Đỏ,Classic,0.45555555555555555
130,76,Bố Già,Romance,0.4495555555555556
130,56,The Power of Habit,Fantasy,0.44733333333333336
130,43,Tư Duy Nhanh Chậm,Manga,0.44733333333333336
130,59,Make Your Bed,Business,0.4463333333333333
131,56,The Power of Habit,Fantasy,0.8473333333333334
131,73,My Hero Academia,Fantasy,0.832888888888889
131,17,Quê Hương Tuổi Thơ,Fantasy,0.8324444444444444
131,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
131,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
132,58,Essentialism,Self-help,0.8810968678536735
132,40,Great Expectations,Self-help,0.8416666666666667
132,98,Tôi Thấy Hoa Vàng,Self-help,0.8331125497997969
132,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
132,88,Và Núi Vang Vọng,Self-help,0.7876666666666667
133,29,The Girl on the Train,Self-help,0.8444444444444444
133,40,Great Expectations,Self-help,0.8416666666666667
133,58,Essentialism,Self-help,0.8144444444444445
133,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
133,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
134,59,Make Your Bed,Business,0.8463333333333333
134,85,Continuous Discovery,Business,0.8222222222222222
134,21,Rich Dad Poor Dad,Business,0.8093333333333332
134,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
134,66,Sách Trắng Tài Chính,Business,0.8051111111111112
135,35,Tipping Point,Business,0.8751111111111112
135,59,Make Your Bed,Business,0.8463333333333333
135,21,Rich Dad Poor Dad,Business,0.8093333333333332
135,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
135,66,Sách Trắng Tài Chính,Business,0.8051111111111112
136,34,Outliers,Literature,0.8112222222222223
136,83,Hooked,Literature,0.807
136,39,Wuthering Heights,Literature,0.8065555555555555
136,81,The Lean Startup,Literature,0.8051111111111112
136,49,Madame Bovary,Literature,0.8018888888888889
137,17,Quê Hương Tuổi Thơ,Fantasy,0.8924408379050194
137,73,My Hero Academia,Fantasy,0.832888888888889
137,12,The Hobbit,Fantasy,0.8167777777777778
137,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
137,94,Measure What Matters,Fantasy,0.7858888888888889
138,52,Tình Yêu Thời Thổ Tả,Classic,0.8577069452721937
138,18,Số Đỏ,Classic,0.8555555555555555
138,8,Naruto,Classic,0.8388888888888888
138,24,Good to Great,Classic,0.8245555555555556
138,31,Lịch Sử Loài Người,Classic,0.808888888888889
139,59,Make Your Bed,Business,0.8463333333333333
139,85,Continuous Discovery,Business,0.8222222222222222
139,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
139,66,Sách Trắng Tài Chính,Business,0.8051111111111112
139,97,Mắt Biếc,Business,0.8043333333333333
140,59,Make Your Bed,Business,0.8463333333333333
140,85,Continuous Discovery,Business,0.8222222222222222
140,21,Rich Dad Poor Dad,Business,0.8093333333333332
140,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
140,66,Sách Trắng Tài Chính,Business,0.8051111111111112
141,85,Continuous Discovery,Business,0.9222222222222222
141,59,Make Your Bed,Business,0.9213282889466126
141,21,Rich Dad Poor Dad,Business,0.8093333333333332
141,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
141,66,Sách Trắng Tài Chính,Business,0.8051111111111112
142,85,Continuous Discovery,Business,0.8222222222222222
142,21,Rich Dad Poor Dad,Business,0.8093333333333332
142,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
142,61,Dế Mèn Phiêu Lưu Ký,Business,0.8057777777777778
142,66,Sách Trắng Tài Chính,Business,0.8051111111111112
143,58,Essentialism,Self-help,0.8944692292909177
143,29,The Girl on the Train,Self-help,0.8444444444444444
143,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
143,88,Và Núi Vang Vọng,Self-help,0.7876666666666667
143,98,Tôi Thấy Hoa Vàng,Self-help,0.7831111111111111
144,38,Jane Eyre,Manga,0.820888888888889
144,28,Gone Girl,Manga,0.8038888888888889
144,3,Sapiens,Manga,0.802888888888889
144,93,Toyota Way,Manga,0.7867777777777778
144,80,Trại Hoa Vàng,Manga,0.7844444444444445
145,88,Và Núi Vang Vọng,Self-help,0.847685176747497
145,29,The Girl on the Train,Self-help,0.8444444444444444
145,40,Great Expectations,Self-help,0.8416666666666667
145,100,Cô Đơn Trên Đại Dương,Self-help,0.8402222222222222
145,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
146,66,Sách Trắng Tài Chính,Business,0.8550956516507441
146,59,Make Your Bed,Business,0.8463333333333333
146,85,Continuous Discovery,Business,0.8222222222222222
146,21,Rich Dad Poor Dad,Business,0.8093333333333332
146,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
147,59,Make Your Bed,Business,0.9264005930492589
147,54,Ficciones,Business,0.8554948892313886
147,85,Continuous Discovery,Business,0.8222222222222222
147,21,Rich Dad Poor Dad,Business,0.8093333333333332
147,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
148,83,Hooked,Literature,0.807
148,39,Wuthering Heights,Literature,0.8065555555555555
148,81,The Lean Startup,Literature,0.8051111111111112
148,49,Madame Bovary,Literature,0.8018888888888889
148,79,Điểm Hẹn,Literature,0.7955001066184829
149,59,Make Your Bed,Business,0.8463333333333333
149,60,Can't Hurt Me,Business,0.8265204104026027
149,85,Continuous Discovery,Business,0.8222222222222222
149,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
149,66,Sách Trắng Tài Chính,Business,0.8051111111111112
150,73,My Hero Academia,Fantasy,0.832888888888889
150,17,Quê Hương Tuổi Thơ,Fantasy,0.8324444444444444
150,12,The Hobbit,Fantasy,0.8167777777777778
150,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
150,94,Measure What Matters,Fantasy,0.7858888888888889
151,28,Gone Girl,Manga,0.8638888888888889
151,43,Tư Duy Nhanh Chậm,Manga,0.8473333333333334
151,38,Jane Eyre,Manga,0.820888888888889
151,3,Sapiens,Manga,0.802888888888889
151,93,Toyota Way,Manga,0.7867777777777778
152,51,Trăm Năm Cô Đơn,Literature,0.8176666666666667
152,34,Outliers,Literature,0.8112222222222223
152,81,The Lean Startup,Literature,0.8051111111111112
152,49,Madame Bovary,Literature,0.8018888888888889
152,79,Điểm Hẹn,Literature,0.758
153,52,Tình Yêu Thời Thổ Tả,Classic,0.9005555555555556
153,18,Số Đỏ,Classic,0.8555555555555555
153,24,Good to Great,Classic,0.8245555555555556
153,31,Lịch Sử Loài Người,Classic,0.808888888888889
153,4,Atomic Habits,Classic,0.766888888888889
154,59,Make Your Bed,Business,0.8463333333333333
154,85,Continuous Discovery,Business,0.8222222222222222
154,21,Rich Dad Poor Dad,Business,0.8093333333333332
154,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
154,66,Sách Trắng Tài Chính,Business,0.8051111111111112
155,43,Tư Duy Nhanh Chậm,Manga,0.8473333333333334
155,38,Jane Eyre,Manga,0.820888888888889
155,99,Bức Thư Gửi Em,Manga,0.8057769637615763
155,93,Toyota Way,Manga,0.7867777777777778
155,80,Trại Hoa Vàng,Manga,0.7844444444444445
156,66,Sách Trắng Tài Chính,Business,0.8551093186676555
156,11,Harry Potter,Business,0.8288789394678743
156,85,Continuous Discovery,Business,0.8222222222222222
156,21,Rich Dad Poor Dad,Business,0.8093333333333332
156,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
157,66,Sách Trắng Tài Chính,Business,0.9051111111111112
157,59,Make Your Bed,Business,0.8463333333333333
157,85,Continuous Discovery,Business,0.8222222222222222
157,21,Rich Dad Poor Dad,Business,0.8093333333333332
157,97,Mắt Biếc,Business,0.8043333333333333
158,12,The Hobbit,Fantasy,0.9167777777777778
158,17,Quê Hương Tuổi Thơ,Fantasy,0.8924439883776938
158,56,The Power of Habit,Fantasy,0.8473333333333334
158,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
158,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
159,59,Make Your Bed,Business,0.8463333333333333
159,60,Can't Hurt Me,Business,0.8265586152647214
159,85,Continuous Discovery,Business,0.8222222222222222
159,21,Rich Dad Poor Dad,Business,0.8093333333333332
159,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
160,29,The Girl on the Train,Self-help,0.8444444444444444
160,40,Great Expectations,Self-help,0.8416666666666667
160,58,Essentialism,Self-help,0.8144444444444445
160,6,Doraemon,Self-help,0.8001111111111112
160,88,Và Núi Vang Vọng,Self-help,0.7876666666666667
161,59,Make Your Bed,Business,0.8463333333333333
161,85,Continuous Discovery,Business,0.8222222222222222
161,11,Harry Potter,Business,0.8222157699591925
161,21,Rich Dad Poor Dad,Business,0.8093333333333332
161,66,Sách Trắng Tài Chính,Business,0.8051111111111112
162,29,The Girl on the Train,Self-help,0.8444444444444444
162,58,Essentialism,Self-help,0.8144444444444445
162,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
162,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
162,6,Doraemon,Self-help,0.8001111111111112
163,88,Và Núi Vang Vọng,Self-help,0.8477094114785881
163,29,The Girl on the Train,Self-help,0.8444444444444444
163,40,Great Expectations,Self-help,0.8416666666666667
163,58,Essentialism,Self-help,0.8144444444444445
163,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
164,44,Sức Mạnh Hiện Tại,Business,0.908888888888889
164,66,Sách Trắng Tài Chính,Business,0.8479793802830703
164,85,Continuous Discovery,Business,0.8222222222222222
164,21,Rich Dad Poor Dad,Business,0.8093333333333332
164,97,Mắt Biếc,Business,0.8043333333333333
165,29,The Girl on the Train,Self-help,0.8444444444444444
165,40,Great Expectations,Self-help,0.8416666666666667
165,58,Essentialism,Self-help,0.8144444444444445
165,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
165,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
166,65,Bỉ Vỏ,Fantasy,0.8478903238910509
166,56,The Power of Habit,Fantasy,0.8473333333333334
166,73,My Hero Academia,Fantasy,0.832888888888889
166,12,The Hobbit,Fantasy,0.8167777777777778
166,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
167,59,Make Your Bed,Business,0.8463333333333333
167,60,Can't Hurt Me,Business,0.8265556686093892
167,85,Continuous Discovery,Business,0.8222222222222222
167,21,Rich Dad Poor Dad,Business,0.8093333333333332
167,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
168,51,Trăm Năm Cô Đơn,Literature,0.8176666666666667
168,34,Outliers,Literature,0.8112222222222223
168,83,Hooked,Literature,0.807
168,49,Madame Bovary,Literature,0.8018888888888889
168,79,Điểm Hẹn,Literature,0.758
169,58,Essentialism,Self-help,0.9143037616925616
169,29,The Girl on the Train,Self-help,0.8444444444444444
169,40,Great Expectations,Self-help,0.8416666666666667
169,100,Cô Đơn Trên Đại Dương,Self-help,0.8301767226719403
169,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
170,40,Great Expectations,Self-help,0.8860935084989018
170,29,The Girl on the Train,Self-help,0.8444444444444444
170,58,Essentialism,Self-help,0.8144444444444445
170,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
170,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
171,57,Deep Work,Self-help,0.8737777777777778
171,63,Truyện Kiều,Self-help,0.8538888888888889
171,29,The Girl on the Train,Self-help,0.8444444444444444
171,40,Great Expectations,Self-help,0.8416666666666667
171,58,Essentialism,Self-help,0.8144444444444445
172,18,Số Đỏ,Classic,0.8555555555555555
172,8,Naruto,Classic,0.8388888888888888
172,24,Good to Great,Classic,0.8245555555555556
172,31,Lịch Sử Loài Người,Classic,0.808888888888889
172,4,Atomic Habits,Classic,0.766888888888889
173,40,Great Expectations,Self-help,0.8416666666666667
173,58,Essentialism,Self-help,0.8144444444444445
173,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
173,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
173,89,Biển Rộng,Self-help,0.7979632130224079
174,17,Quê Hương Tuổi Thơ,Fantasy,0.8699450575650988
174,56,The Power of Habit,Fantasy,0.8473333333333334
174,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
174,12,The Hobbit,Fantasy,0.8167777777777778
174,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
175,21,Rich Dad Poor Dad,Business,0.8807926577251542
175,97,Mắt Biếc,Business,0.8471965739771798
175,85,Continuous Discovery,Business,0.8222222222222222
175,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
175,66,Sách Trắng Tài Chính,Business,0.8051111111111112
176,44,Sức Mạnh Hiện Tại,Business,0.8688795010783529
176,59,Make Your Bed,Business,0.8463333333333333
176,21,Rich Dad Poor Dad,Business,0.8093333333333332
176,61,Dế Mèn Phiêu Lưu Ký,Business,0.8057777777777778
176,66,Sách Trắng Tài Chính,Business,0.8051111111111112
177,52,Tình Yêu Thời Thổ Tả,Classic,0.9005555555555556
177,18,Số Đỏ,Classic,0.8555555555555555
177,24,Good to Great,Classic,0.8245555555555556
177,31,Lịch Sử Loài Người,Classic,0.808888888888889
177,72,Demon Slayer,Classic,0.783888888888889
178,30,Big Little Lies,History,0.8190000000000001
178,95,Radical Candor,History,0.808888888888889
178,7,One Piece,History,0.8046666666666666
178,14,Dune,History,0.7816666666666667
178,69,Tự Do Tài Chính,History,0.7784444444444445
179,17,Quê Hương Tuổi Thơ,Fantasy,0.8699449297097839
179,73,My Hero Academia,Fantasy,0.832888888888889
179,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
179,12,The Hobbit,Fantasy,0.8167777777777778
179,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
180,52,Tình Yêu Thời Thổ Tả,Classic,0.9005555555555556
180,8,Naruto,Classic,0.8388888888888888
180,24,Good to Great,Classic,0.8245555555555556
180,31,Lịch Sử Loài Người,Classic,0.808888888888889
180,72,Demon Slayer,Classic,0.783888888888889
181,59,Make Your Bed,Business,0.8463333333333333
181,85,Continuous Discovery,Business,0.8222222222222222
181,21,Rich Dad Poor Dad,Business,0.8093333333333332
181,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
181,66,Sách Trắng Tài Chính,Business,0.8051111111111112
182,18,Số Đỏ,Classic,0.8555555555555555
182,8,Naruto,Classic,0.8388888888888888
182,24,Good to Great,Classic,0.8245555555555556
182,31,Lịch Sử Loài Người,Classic,0.808888888888889
182,72,Demon Slayer,Classic,0.783888888888889
183,52,Tình Yêu Thời Thổ Tả,Classic,0.9005555555555556
183,8,Naruto,Classic,0.8388888888888888
183,24,Good to Great,Classic,0.8245555555555556
183,31,Lịch Sử Loài Người,Classic,0.808888888888889
183,72,Demon Slayer,Classic,0.783888888888889
184,59,Make Your Bed,Business,0.8463333333333333
184,85,Continuous Discovery,Business,0.8222222222222222
184,21,Rich Dad Poor Dad,Business,0.8093333333333332
184,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
184,66,Sách Trắng Tài Chính,Business,0.8051111111111112
185,29,The Girl on the Train,Self-help,0.8444444444444444
185,40,Great Expectations,Self-help,0.8416666666666667
185,58,Essentialism,Self-help,0.8144444444444445
185,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
185,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
186,28,Gone Girl,Manga,0.8038888888888889
186,3,Sapiens,Manga,0.802888888888889
186,93,Toyota Way,Manga,0.7867777777777778
186,80,Trại Hoa Vàng,Manga,0.7844444444444445
186,62,Tắt Đèn,Manga,0.7743333333333333
187,68,Bitcoin & Blockchain,Fantasy,0.912178232174894
187,56,The Power of Habit,Fantasy,0.8473333333333334
187,73,My Hero Academia,Fantasy,0.832888888888889
187,17,Quê Hương Tuổi Thơ,Fantasy,0.8324444444444444
187,12,The Hobbit,Fantasy,0.8167777777777778
188,17,Quê Hương Tuổi Thơ,Fantasy,0.9073529392438047
188,56,The Power of Habit,Fantasy,0.8473333333333334
188,73,My Hero Academia,Fantasy,0.832888888888889
188,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
188,12,The Hobbit,Fantasy,0.8167777777777778
189,59,Make Your Bed,Business,0.8463333333333333
189,66,Sách Trắng Tài Chính,Business,0.8426107569005757
189,54,Ficciones,Business,0.83294479865498
189,85,Continuous Discovery,Business,0.8222222222222222
189,21,Rich Dad Poor Dad,Business,0.8093333333333332
190,29,The Girl on the Train,Self-help,0.9444444444444444
190,98,Tôi Thấy Hoa Vàng,Self-help,0.8631221880906557
190,58,Essentialism,Self-help,0.8144444444444445
190,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
190,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
191,34,Outliers,Literature,0.8112222222222223
191,83,Hooked,Literature,0.807
191,81,The Lean Startup,Literature,0.8051111111111112
191,49,Madame Bovary,Literature,0.8018888888888889
191,26,Sherlock Holmes,Literature,0.7641099446543436
192,29,The Girl on the Train,Self-help,0.8444444444444444
192,40,Great Expectations,Self-help,0.8416666666666667
192,98,Tôi Thấy Hoa Vàng,Self-help,0.8164364210023183
192,6,Doraemon,Self-help,0.8001111111111112
192,88,Và Núi Vang Vọng,Self-help,0.7876666666666667
193,59,Make Your Bed,Business,0.8463333333333333
193,85,Continuous Discovery,Business,0.8222222222222222
193,21,Rich Dad Poor Dad,Business,0.8093333333333332
193,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
193,66,Sách Trắng Tài Chính,Business,0.8051111111111112
194,17,Quê Hương Tuổi Thơ,Fantasy,0.869944772696881
194,56,The Power of Habit,Fantasy,0.8473333333333334
194,73,My Hero Academia,Fantasy,0.832888888888889
194,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
194,12,The Hobbit,Fantasy,0.8167777777777778
195,85,Continuous Discovery,Business,0.8222222222222222
195,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
195,66,Sách Trắng Tài Chính,Business,0.8051111111111112
195,97,Mắt Biếc,Business,0.8043333333333333
195,54,Ficciones,Business,0.7954444444444444
196,48,Những Người Khốn Khổ,Business,0.8778888888888889
196,21,Rich Dad Poor Dad,Business,0.8093333333333332
196,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
196,66,Sách Trắng Tài Chính,Business,0.8051111111111112
196,97,Mắt Biếc,Business,0.8043333333333333
197,85,Continuous Discovery,Business,0.8222222222222222
197,21,Rich Dad Poor Dad,Business,0.8093333333333332
197,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
197,66,Sách Trắng Tài Chính,Business,0.8051111111111112
197,97,Mắt Biếc,Business,0.8043333333333333
198,17,Quê Hương Tuổi Thơ,Fantasy,0.8923987125348777
198,73,My Hero Academia,Fantasy,0.832888888888889
198,12,The Hobbit,Fantasy,0.8167777777777778
198,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
198,94,Measure What Matters,Fantasy,0.7858888888888889
199,17,Quê Hương Tuổi Thơ,Fantasy,0.8924342894533883
199,56,The Power of Habit,Fantasy,0.8473333333333334
199,73,My Hero Academia,Fantasy,0.832888888888889
199,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
199,12,The Hobbit,Fantasy,0.8167777777777778
200,17,Quê Hương Tuổi Thơ,Fantasy,0.869944526866909
200,56,The Power of Habit,Fantasy,0.8473333333333334
200,73,My Hero Academia,Fantasy,0.832888888888889
200,12,The Hobbit,Fantasy,0.8167777777777778
200,94,Measure What Matters,Fantasy,0.7858888888888889
201,59,Make Your Bed,Business,0.8463333333333333
201,21,Rich Dad Poor Dad,Business,0.8093333333333332
201,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
201,97,Mắt Biếc,Business,0.8043333333333333
201,54,Ficciones,Business,0.7954444444444444
202,35,Tipping Point,Business,0.8617786117737265
202,44,Sức Mạnh Hiện Tại,Business,0.858912996758498
202,59,Make Your Bed,Business,0.8463333333333333
202,85,Continuous Discovery,Business,0.8222222222222222
202,21,Rich Dad Poor Dad,Business,0.8093333333333332
203,17,Quê Hương Tuổi Thơ,Fantasy,0.8699449676679972
203,68,Bitcoin & Blockchain,Fantasy,0.8639430901625397
203,56,The Power of Habit,Fantasy,0.8473333333333334
