lich_su_id,user_id,book_id,ngay_bat_dau,ngay_ket_thuc,diem_danh_gia,review_text,trang_thai,phan_tram_hoan_thanh,sentiment,reading_id,so_trang_doc,thoi_gian_doc_phut
276.0,14,19,2025-09-23,2025-10-21,1.0,Hơi khó đọc,Đang đọc,26.0,Negative,2932.0,122.0,247.0
277.0,14,91,2025-07-21,2025-08-07,1.0,Không hay lắm,Chưa bắt đầu,0.0,Negative,2933.0,0.0,0.0
278.0,14,67,2025-05-09,2025-06-06,2.0,Không như kỳ vọng,Chưa bắt đầu,3.0,Negative,2934.0,21.0,48.0
279.0,14,77,2024-10-17,2024-11-02,3.0,Đáng tham khảo,Đã đọc xong,98.0,Positive,2935.0,679.0,1841.0
280.0,14,25,2025-12-11,2025-12-17,4.0,Đáng đọc,Đã đọc xong,99.0,Positive,2936.0,166.0,479.0
281.0,14,39,2025-01-24,2025-02-01,2.0,Hơi khó đọc,Đang đọc,50.0,Negative,2937.0,219.0,624.0
282.0,15,52,2025-09-28,2025-10-24,4.0,Cực kỳ cuốn hút,Chưa bắt đầu,8.0,Positive,2938.0,22.0,39.0
283.0,15,1,2025-01-26,2025-01-30,1.0,Bình thường,Đang đọc,54.0,Negative,2939.0,220.0,348.0
284.0,15,53,2025-08-02,2025-08-20,5.0,Cực kỳ cuốn hút,Đang đọc,74.0,Positive,2940.0,426.0,675.0
285.0,15,36,2025-06-24,2025-06-29,5.0,Đáng đọc,Chưa bắt đầu,1.0,Positive,2941.0,8.0,20.0
286.0,15,62,2025-02-04,2025-02-19,3.0,Đọc được,Đã đọc xong,99.0,Neutral,2942.0,662.0,1608.0
287.0,15,39,2025-05-09,2025-06-02,3.0,Tạm ổn,Đang đọc,53.0,Negative,2943.0,232.0,581.0
288.0,15,58,2025-03-16,2025-03-26,5.0,Nội dung sâu sắc,Đã đọc xong,96.0,Positive,2944.0,569.0,1243.0
289.0,16,11,2025-08-26,2025-09-24,5.0,Rất hay,Đang đọc,39.0,Positive,2945.0,175.0,437.0
290.0,16,2,2025-09-24,2025-10-06,2.0,Ổn áp,Chưa bắt đầu,1.0,Negative,2946.0,7.0,11.0
291.0,16,61,2025-06-02,2025-06-28,3.0,Tạm ổn,Đang đọc,37.0,Neutral,2947.0,83.0,213.0
292.0,16,82,2025-06-27,2025-07-21,3.0,Có vài điểm hay,Bỏ dở,21.0,Negative,2948.0,120.0,342.0
293.0,16,75,2025-12-08,2025-12-12,5.0,Rất hay,Đã đọc xong,98.0,Positive,2949.0,782.0,1177.0
294.0,16,14,2025-11-19,2025-11-26,1.0,Không phù hợp với mình,Bỏ dở,21.0,Negative,2950.0,157.0,365.0
295.0,16,71,2025-08-23,2025-09-12,5.0,Cực kỳ cuốn hút,Đã đọc xong,95.0,Positive,2951.0,824.0,1910.0
296.0,16,29,2025-12-05,2025-12-19,4.0,Cực kỳ cuốn hút,Đang đọc,29.0,Positive,2952.0,172.0,268.0
297.0,16,67,2025-08-07,2025-09-04,3.0,Tạm ổn,Chưa bắt đầu,0.0,Positive,2953.0,0.0,0.0
298.0,16,35,2025-08-04,2025-08-31,4.0,Cực kỳ cuốn hút,Đang đọc,75.0,Positive,2954.0,432.0,1247.0
299.0,16,18,2025-07-05,2025-08-04,5.0,Rất hay,Đã đọc xong,96.0,Positive,2955.0,480.0,849.0
300.0,16,47,2025-12-28,2025-12-31,3.0,Tạm ổn,Bỏ dở,31.0,Neutral,2956.0,83.0,157.0
301.0,16,10,2025-11-23,2025-12-18,5.0,Tuyệt vời,Đã đọc xong,95.0,Positive,2957.0,635.0,1142.0
302.0,16,33,2025-12-27,2025-12-31,4.0,Tuyệt vời,Đã đọc xong,96.0,Positive,2958.0,772.0,1619.0
303.0,16,50,2025-07-16,2025-08-15,3.0,Đáng tham khảo,Đã đọc xong,97.0,Neutral,2959.0,326.0,821.0
304.0,16,38,2025-12-07,2025-12-27,4.0,Nội dung sâu sắc,Đã đọc xong,95.0,Positive,2960.0,549.0,970.0
305.0,16,22,2025-07-12,2025-07-16,3.0,Đáng tham khảo,Đã đọc xong,98.0,Negative,2961.0,637.0,1534.0
306.0,17,16,2025-11-19,2025-12-03,3.0,Có vài điểm hay,Đang đọc,80.0,Neutral,2962.0,279.0,696.0
307.0,17,56,2025-11-09,2025-12-05,3.0,Đáng tham khảo,Chưa bắt đầu,8.0,Neutral,2963.0,17.0,33.0
308.0,17,80,2025-12-01,2025-12-21,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,98.0,Positive,2964.0,532.0,1338.0
309.0,17,30,2025-11-16,2025-12-08,5.0,Rất hay,Đang đọc,45.0,Positive,2965.0,153.0,299.0
310.0,17,39,2025-11-20,2025-12-06,3.0,Đáng tham khảo,Bỏ dở,43.0,Negative,2966.0,188.0,406.0
311.0,17,6,2025-11-21,2025-12-10,2.0,Hơi chán,Đang đọc,77.0,Negative,2967.0,636.0,1224.0
312.0,17,97,2025-12-06,2025-12-11,3.0,Tạm ổn,Chưa bắt đầu,3.0,Positive,2968.0,9.0,15.0
313.0,17,62,2025-10-30,2025-11-09,1.0,Không phù hợp với mình,Chưa bắt đầu,9.0,Negative,2969.0,60.0,127.0
314.0,17,1,2025-11-18,2025-12-13,2.0,Không như kỳ vọng,Bỏ dở,36.0,Negative,2970.0,146.0,251.0
315.0,17,73,2025-10-25,2025-11-21,4.0,Tuyệt vời,Chưa bắt đầu,1.0,Positive,2971.0,3.0,5.0
316.0,18,72,2025-12-16,2025-12-31,4.0,Cực kỳ cuốn hút,Chưa bắt đầu,8.0,Positive,2972.0,70.0,183.0
317.0,18,65,2025-11-16,2025-12-03,5.0,Nội dung sâu sắc,Đã đọc xong,96.0,Positive,2973.0,244.0,646.0
318.0,18,8,2025-11-26,2025-12-19,4.0,Nội dung sâu sắc,Đã đọc xong,98.0,Positive,2974.0,732.0,1355.0
319.0,18,77,2025-06-26,2025-07-09,2.0,Nội dung yếu,Chưa bắt đầu,1.0,Negative,2975.0,6.0,11.0
320.0,18,36,2024-12-21,2025-01-15,3.0,Đáng tham khảo,Đã đọc xong,98.0,Neutral,2976.0,850.0,1805.0
321.0,18,20,2025-02-14,2025-03-15,5.0,Rất hay,Đang đọc,77.0,Positive,2977.0,612.0,1704.0
322.0,18,64,2025-08-11,2025-08-29,3.0,Đáng tham khảo,Đã đọc xong,97.0,Negative,2978.0,232.0,535.0
323.0,18,22,2025-02-28,2025-03-18,3.0,Có vài điểm hay,Đã đọc xong,98.0,Negative,2979.0,637.0,1594.0
324.0,18,91,2025-09-05,2025-10-01,5.0,Rất hay,Đã đọc xong,98.0,Positive,2980.0,689.0,1970.0
325.0,18,73,2024-08-14,2024-08-19,2.0,Nội dung yếu,Bỏ dở,13.0,Negative,2981.0,44.0,69.0
326.0,18,82,2025-08-10,2025-08-23,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,97.0,Positive,2982.0,554.0,1062.0
327.0,18,46,2025-09-22,2025-10-03,1.0,Không hay lắm,Chưa bắt đầu,7.0,Negative,2983.0,13.0,38.0
328.0,18,62,2025-07-11,2025-07-21,1.0,Không hay lắm,Bỏ dở,46.0,Negative,2984.0,307.0,897.0
329.0,18,84,2025-02-07,2025-03-08,4.0,Hay hơn mong đợi,Đã đọc xong,96.0,Positive,2985.0,340.0,851.0
330.0,19,30,2025-09-11,2025-09-23,5.0,Đọc một lần là nhớ mãi,Đã đọc xong,95.0,Positive,2986.0,324.0,678.0
331.0,19,67,2025-09-20,2025-09-25,2.0,Hơi chán,Đang đọc,73.0,Negative,2987.0,529.0,1346.0
332.0,19,97,2025-10-17,2025-11-16,3.0,Có vài điểm hay,Bỏ dở,12.0,Positive,2988.0,39.0,89.0
333.0,19,38,2025-11-03,2025-11-08,1.0,Hơi khó đọc,Đang đọc,41.0,Negative,2989.0,236.0,645.0
334.0,19,55,2025-08-28,2025-09-13,4.0,Cực kỳ cuốn hút,Chưa bắt đầu,10.0,Positive,2990.0,64.0,137.0
335.0,19,24,2025-12-12,2025-12-31,5.0,Hay hơn mong đợi,Đã đọc xong,99.0,Positive,2991.0,889.0,1914.0
336.0,19,85,2025-12-30,2025-12-31,5.0,Đáng đọc,Đã đọc xong,96.0,Positive,2992.0,841.0,1613.0
337.0,19,99,2025-11-24,2025-12-04,3.0,Đáng tham khảo,Bỏ dở,41.0,Neutral,2993.0,63.0,126.0
338.0,19,17,2025-12-05,2025-12-31,4.0,Nội dung sâu sắc,Đã đọc xong,98.0,Positive,2994.0,561.0,1127.0
339.0,20,94,2025-08-16,2025-09-10,1.0,Hơi chán,Đang đọc,70.0,Negative,2995.0,114.0,221.0
340.0,20,37,2024-04-09,2024-05-04,4.0,Hay hơn mong đợi,Đã đọc xong,100.0,Positive,2996.0,580.0,1351.0
341.0,20,76,2023-12-07,2023-12-23,3.0,Đáng tham khảo,Chưa bắt đầu,8.0,Negative,2997.0,65.0,123.0
342.0,20,2,2023-05-31,2023-06-10,3.0,Ổn,Đã đọc xong,96.0,Neutral,2998.0,718.0,2101.0
343.0,20,71,2025-11-15,2025-11-23,3.0,Ổn,Đã đọc xong,100.0,Neutral,2999.0,868.0,2573.0
344.0,20,25,2024-12-11,2025-01-02,4.0,Nội dung sâu sắc,Đã đọc xong,95.0,Positive,3000.0,159.0,292.0
345.0,20,11,2023-01-04,2023-01-16,3.0,Đọc được,Đã đọc xong,99.0,Positive,3001.0,445.0,1036.0
346.0,20,31,2025-11-30,2025-12-07,1.0,Không hay lắm,Bỏ dở,36.0,Negative,3002.0,137.0,323.0
347.0,20,97,2024-08-20,2024-09-07,1.0,Ổn áp,Đang đọc,31.0,Negative,3003.0,101.0,294.0
348.0,20,57,2024-09-06,2024-09-12,4.0,Đáng đọc,Chưa bắt đầu,6.0,Positive,3004.0,50.0,118.0
349.0,20,67,2025-11-07,2025-11-11,5.0,Đáng đọc,Đã đọc xong,99.0,Positive,3005.0,717.0,2144.0
350.0,20,93,2022-09-01,2022-09-21,3.0,Tạm ổn,Bỏ dở,43.0,Neutral,3006.0,232.0,617.0
351.0,20,65,2024-02-20,2024-03-08,5.0,Đọc một lần là nhớ mãi,Chưa bắt đầu,4.0,Positive,3007.0,10.0,19.0
352.0,21,9,2023-04-19,2023-05-09,3.0,Ổn,Đã đọc xong,95.0,Neutral,3008.0,848.0,1869.0
353.0,21,84,2022-07-04,2022-07-14,5.0,Hay hơn mong đợi,Đã đọc xong,97.0,Positive,3009.0,344.0,552.0
354.0,21,100,2023-08-20,2023-08-31,3.0,Tạm ổn,Bỏ dở,45.0,Neutral,3010.0,138.0,295.0
355.0,21,14,2025-05-18,2025-05-28,1.0,Hơi chán,Bỏ dở,22.0,Negative,3011.0,164.0,260.0
356.0,21,30,2024-01-18,2024-02-09,2.0,Không phù hợp với mình,Bỏ dở,41.0,Negative,3012.0,140.0,236.0
357.0,21,86,2024-01-11,2024-02-05,5.0,Hay hơn mong đợi,Đang đọc,37.0,Positive,3013.0,324.0,698.0
358.0,21,31,2025-09-04,2025-09-08,5.0,Nội dung sâu sắc,Chưa bắt đầu,5.0,Positive,3014.0,19.0,29.0
359.0,21,37,2023-08-10,2023-09-03,5.0,Rất hay,Chưa bắt đầu,9.0,Positive,3015.0,52.0,155.0
360.0,21,90,2023-11-01,2023-11-22,3.0,Đáng tham khảo,Đã đọc xong,96.0,Neutral,3016.0,815.0,2342.0
361.0,21,12,2023-05-05,2023-05-26,4.0,Đáng đọc,Đang đọc,72.0,Positive,3017.0,609.0,1342.0
362.0,21,24,2024-08-12,2024-08-25,5.0,Recommend cho mọi người,Đã đọc xong,95.0,Positive,3018.0,853.0,1806.0
363.0,21,34,2025-02-06,2025-02-18,3.0,Đáng tham khảo,Bỏ dở,30.0,Positive,3019.0,248.0,404.0
364.0,22,43,2023-01-04,2023-01-13,4.0,Hay hơn mong đợi,Đang đọc,59.0,Positive,3020.0,434.0,1145.0
365.0,22,15,2023-11-05,2023-11-16,3.0,Đáng tham khảo,Đang đọc,79.0,Negative,3021.0,631.0,1061.0
366.0,22,55,2024-01-18,2024-02-12,2.0,Hơi khó đọc,Đã đọc xong,99.0,Negative,3022.0,637.0,1044.0
367.0,22,69,2023-05-05,2023-05-22,2.0,Không phù hợp với mình,Chưa bắt đầu,10.0,Negative,3023.0,88.0,255.0
368.0,22,1,2024-05-04,2024-05-23,2.0,Không phù hợp với mình,Bỏ dở,31.0,Negative,3024.0,126.0,235.0
369.0,22,88,2025-10-17,2025-10-24,4.0,Cực kỳ cuốn hút,Đã đọc xong,99.0,Positive,3025.0,576.0,1610.0
370.0,22,73,2024-04-02,2024-04-29,2.0,Ổn áp,Bỏ dở,31.0,Negative,3026.0,106.0,289.0
371.0,22,63,2024-04-16,2024-05-12,4.0,Hay hơn mong đợi,Đã đọc xong,99.0,Positive,3027.0,386.0,1079.0
372.0,22,56,2025-03-17,2025-04-06,5.0,Đọc một lần là nhớ mãi,Đang đọc,41.0,Positive,3028.0,87.0,189.0
373.0,23,29,2024-12-20,2025-01-15,4.0,Đọc một lần là nhớ mãi,Đang đọc,78.0,Positive,3029.0,463.0,1380.0
374.0,23,94,2024-01-15,2024-02-02,5.0,Recommend cho mọi người,Chưa bắt đầu,2.0,Positive,3030.0,3.0,8.0
375.0,23,35,2025-08-27,2025-09-02,1.0,Nội dung yếu,Đang đọc,49.0,Negative,3031.0,282.0,596.0
376.0,23,78,2024-01-20,2024-01-25,3.0,Đáng tham khảo,Đang đọc,36.0,Neutral,3032.0,241.0,596.0
377.0,23,54,2025-01-10,2025-02-09,2.0,Bình thường,Bỏ dở,39.0,Negative,3033.0,302.0,736.0
378.0,23,34,2025-12-03,2025-12-31,1.0,Không như kỳ vọng,Đang đọc,59.0,Negative,3034.0,487.0,1191.0
379.0,23,57,2024-10-18,2024-10-28,1.0,Hơi chán,Bỏ dở,32.0,Negative,3035.0,267.0,578.0
380.0,23,6,2024-11-12,2024-11-15,4.0,Recommend cho mọi người,Đã đọc xong,95.0,Positive,3036.0,784.0,1682.0
381.0,24,75,2024-12-17,2024-12-25,5.0,Tuyệt vời,Đã đọc xong,99.0,Positive,3037.0,790.0,1774.0
382.0,24,60,2024-11-09,2024-11-19,4.0,Nội dung sâu sắc,Đang đọc,36.0,Positive,3038.0,290.0,725.0
383.0,24,80,2025-10-05,2025-10-17,1.0,Không phù hợp với mình,Bỏ dở,15.0,Negative,3039.0,81.0,236.0
384.0,24,95,2025-04-18,2025-05-11,4.0,Nội dung sâu sắc,Chưa bắt đầu,4.0,Positive,3040.0,31.0,55.0
385.0,25,67,2025-11-07,2025-11-18,5.0,Rất hay,Đã đọc xong,100.0,Positive,3041.0,725.0,2077.0
386.0,25,15,2025-12-29,2025-12-31,2.0,Bình thường,Chưa bắt đầu,4.0,Negative,3042.0,31.0,56.0
387.0,25,33,2025-07-25,2025-08-16,5.0,Cực kỳ cuốn hút,Đã đọc xong,100.0,Positive,3043.0,805.0,1966.0
388.0,25,54,2025-05-09,2025-05-21,3.0,Tạm ổn,Bỏ dở,7.0,Negative,3044.0,54.0,88.0
389.0,25,79,2025-09-17,2025-09-30,1.0,Nội dung yếu,Bỏ dở,16.0,Negative,3045.0,87.0,233.0
390.0,25,51,2025-10-23,2025-11-11,2.0,Ổn áp,Đang đọc,37.0,Negative,3046.0,316.0,907.0
391.0,25,41,2025-12-21,2025-12-31,5.0,Hay hơn mong đợi,Đã đọc xong,97.0,Positive,3047.0,304.0,895.0
392.0,25,95,2025-06-30,2025-07-27,4.0,Recommend cho mọi người,Chưa bắt đầu,10.0,Positive,3048.0,79.0,129.0
393.0,25,4,2025-11-07,2025-11-10,4.0,Nội dung sâu sắc,Đã đọc xong,95.0,Positive,3049.0,411.0,976.0
394.0,26,56,2023-08-15,2023-09-07,5.0,Nội dung sâu sắc,Đã đọc xong,98.0,Positive,3050.0,209.0,517.0
395.0,26,19,2023-01-12,2023-01-19,3.0,Đọc được,Đã đọc xong,95.0,Negative,3051.0,449.0,738.0
396.0,26,95,2025-05-23,2025-05-30,5.0,Đọc một lần là nhớ mãi,Đã đọc xong,97.0,Positive,3052.0,774.0,1842.0
397.0,26,37,2023-03-31,2023-04-16,3.0,Có vài điểm hay,Bỏ dở,36.0,Negative,3053.0,208.0,322.0
398.0,26,69,2024-06-15,2024-06-24,2.0,Bình thường,Đang đọc,80.0,Negative,3054.0,706.0,1164.0
399.0,26,5,2024-06-09,2024-06-29,3.0,Đáng tham khảo,Chưa bắt đầu,10.0,Positive,3055.0,34.0,65.0
400.0,26,88,2023-01-24,2023-02-23,2.0,Không hay lắm,Chưa bắt đầu,1.0,Negative,3056.0,5.0,7.0
401.0,26,80,2024-04-01,2024-04-11,2.0,Hơi chán,Chưa bắt đầu,9.0,Negative,3057.0,48.0,131.0
402.0,26,50,2025-06-27,2025-07-06,2.0,Bình thường,Đang đọc,72.0,Negative,3058.0,242.0,644.0
403.0,26,87,2025-09-20,2025-09-23,5.0,Nội dung sâu sắc,Đã đọc xong,96.0,Positive,3059.0,716.0,1931.0
404.0,27,88,2024-11-06,2024-11-19,3.0,Đáng tham khảo,Đã đọc xong,97.0,Neutral,3060.0,564.0,1291.0
405.0,27,4,2025-04-16,2025-04-21,3.0,Ổn,Đang đọc,69.0,Neutral,3061.0,298.0,495.0
406.0,27,18,2024-08-11,2024-08-21,5.0,Nội dung sâu sắc,Chưa bắt đầu,0.0,Positive,3062.0,0.0,0.0
407.0,27,2,2025-11-26,2025-11-29,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,98.0,Positive,3063.0,733.0,1853.0
408.0,27,49,2024-07-29,2024-08-23,1.0,Bình thường,Chưa bắt đầu,1.0,Negative,3064.0,7.0,16.0
409.0,27,32,2023-05-21,2023-05-28,4.0,Recommend cho mọi người,Đã đọc xong,100.0,Positive,3065.0,753.0,1559.0
410.0,28,76,2025-08-15,2025-09-10,4.0,Tuyệt vời,Chưa bắt đầu,6.0,Positive,3066.0,49.0,103.0
411.0,28,45,2025-01-26,2025-02-10,3.0,Có vài điểm hay,Đang đọc,26.0,Negative,3067.0,160.0,399.0
412.0,28,67,2024-08-17,2024-08-24,1.0,Hơi chán,Bỏ dở,35.0,Negative,3068.0,253.0,695.0
413.0,28,73,2023-01-19,2023-02-04,5.0,Cực kỳ cuốn hút,Đã đọc xong,100.0,Positive,3069.0,342.0,798.0
414.0,28,86,2025-10-26,2025-11-15,1.0,Hơi khó đọc,Đang đọc,62.0,Negative,3070.0,543.0,1102.0
415.0,28,64,2024-11-25,2024-12-25,3.0,Có vài điểm hay,Chưa bắt đầu,0.0,Neutral,3071.0,0.0,0.0
416.0,28,15,2025-10-08,2025-10-27,4.0,Đáng đọc,Đã đọc xong,100.0,Positive,3072.0,799.0,1618.0
417.0,28,98,2025-08-25,2025-09-08,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,97.0,Positive,3073.0,421.0,1165.0
418.0,28,17,2025-12-20,2025-12-31,3.0,Có vài điểm hay,Bỏ dở,6.0,Neutral,3074.0,34.0,52.0
419.0,29,96,2025-10-29,2025-11-19,1.0,Không hay lắm,Bỏ dở,9.0,Negative,3075.0,80.0,131.0
420.0,29,45,2025-12-17,2025-12-26,3.0,Có vài điểm hay,Đã đọc xong,98.0,Negative,3076.0,604.0,1559.0
421.0,29,49,2025-12-22,2025-12-31,4.0,Rất hay,Đã đọc xong,95.0,Positive,3077.0,746.0,1873.0
422.0,29,51,2025-11-14,2025-12-01,3.0,Đáng tham khảo,Bỏ dở,36.0,Negative,3078.0,308.0,588.0
423.0,29,1,2025-12-15,2025-12-21,3.0,Ổn,Đã đọc xong,95.0,Neutral,3079.0,387.0,862.0
424.0,29,28,2025-11-19,2025-11-23,3.0,Có vài điểm hay,Đã đọc xong,99.0,Positive,3080.0,442.0,1289.0
425.0,30,19,2025-01-22,2025-01-27,2.0,Không hay lắm,Đã đọc xong,100.0,Negative,3081.0,473.0,1035.0
426.0,30,35,2023-07-06,2023-08-05,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,98.0,Positive,3082.0,564.0,1090.0
427.0,30,40,2025-05-06,2025-05-09,5.0,Hay hơn mong đợi,Chưa bắt đầu,2.0,Positive,3083.0,8.0,21.0
428.0,30,44,2025-02-07,2025-02-12,2.0,Hơi khó đọc,Đang đọc,26.0,Negative,3084.0,58.0,138.0
429.0,30,17,2023-07-08,2023-07-23,2.0,Bình thường,Chưa bắt đầu,5.0,Negative,3085.0,28.0,74.0
430.0,30,1,2023-07-03,2023-07-22,3.0,Có vài điểm hay,Bỏ dở,38.0,Positive,3086.0,155.0,314.0
431.0,30,67,2023-11-26,2023-12-06,3.0,Tạm ổn,Đã đọc xong,97.0,Neutral,3087.0,703.0,1856.0
432.0,30,99,2023-07-01,2023-07-09,4.0,Hay hơn mong đợi,Chưa bắt đầu,10.0,Positive,3088.0,15.0,39.0
433.0,30,59,2025-08-04,2025-08-28,5.0,Recommend cho mọi người,Chưa bắt đầu,9.0,Positive,3089.0,27.0,75.0
434.0,30,24,2024-11-05,2024-11-12,4.0,Nội dung sâu sắc,Đang đọc,50.0,Positive,3090.0,449.0,1209.0
435.0,30,18,2023-05-23,2023-06-06,4.0,Hay hơn mong đợi,Đang đọc,39.0,Positive,3091.0,195.0,303.0
436.0,30,52,2025-02-21,2025-03-22,5.0,Đáng đọc,Đã đọc xong,100.0,Positive,3092.0,285.0,690.0
437.0,30,72,2025-12-01,2025-12-16,1.0,Không phù hợp với mình,Đang đọc,55.0,Negative,3093.0,486.0,1391.0
438.0,30,94,2024-02-17,2024-03-01,1.0,Không hay lắm,Bỏ dở,37.0,Negative,3094.0,60.0,130.0
439.0,30,32,2024-12-31,2025-01-25,3.0,Đáng tham khảo,Đã đọc xong,100.0,Positive,3095.0,753.0,2248.0
440.0,30,68,2023-12-19,2024-01-02,4.0,Recommend cho mọi người,Đã đọc xong,97.0,Positive,3096.0,198.0,498.0
441.0,30,75,2023-05-15,2023-06-12,1.0,Bình thường,Bỏ dở,26.0,Negative,3097.0,207.0,339.0
442.0,31,56,2024-02-29,2024-03-23,1.0,Hơi chán,Bỏ dở,30.0,Negative,3098.0,64.0,125.0
443.0,31,43,2024-07-14,2024-08-06,3.0,Ổn,Bỏ dở,13.0,Neutral,3099.0,95.0,155.0
444.0,31,37,2024-10-18,2024-11-06,3.0,Có vài điểm hay,Đã đọc xong,97.0,Positive,3100.0,562.0,1641.0
445.0,31,99,2025-02-23,2025-03-04,3.0,Đọc được,Đã đọc xong,96.0,Negative,3101.0,148.0,334.0
446.0,31,91,2025-06-13,2025-07-12,1.0,Bình thường,Bỏ dở,38.0,Negative,3102.0,267.0,751.0
447.0,31,84,2025-11-20,2025-11-27,2.0,Nội dung yếu,Đang đọc,29.0,Negative,3103.0,102.0,280.0
448.0,31,20,2025-12-04,2025-12-31,1.0,Hơi khó đọc,Chưa bắt đầu,7.0,Negative,3104.0,55.0,112.0
449.0,31,49,2023-10-03,2023-10-20,1.0,Không như kỳ vọng,Bỏ dở,33.0,Negative,3105.0,259.0,508.0
450.0,31,11,2025-01-19,2025-02-17,5.0,Hay hơn mong đợi,Đã đọc xong,100.0,Positive,3106.0,450.0,986.0
451.0,31,81,2024-01-02,2024-01-29,5.0,Cực kỳ cuốn hút,Đã đọc xong,99.0,Positive,3107.0,551.0,1501.0
452.0,31,19,2025-10-24,2025-10-31,4.0,Recommend cho mọi người,Chưa bắt đầu,0.0,Positive,3108.0,0.0,0.0
453.0,31,51,2022-12-31,2023-01-25,3.0,Tạm ổn,Chưa bắt đầu,1.0,Positive,3109.0,8.0,15.0
454.0,32,19,2024-05-29,2024-06-03,3.0,Có vài điểm hay,Đã đọc xong,95.0,Positive,3110.0,449.0,1206.0
455.0,32,59,2023-09-17,2023-09-21,5.0,Cực kỳ cuốn hút,Đã đọc xong,98.0,Positive,3111.0,295.0,778.0
456.0,32,12,2024-08-22,2024-09-08,1.0,Ổn áp,Bỏ dở,10.0,Negative,3112.0,84.0,153.0
457.0,32,29,2023-09-30,2023-10-20,5.0,Đọc một lần là nhớ mãi,Chưa bắt đầu,9.0,Positive,3113.0,53.0,88.0
458.0,32,61,2024-02-19,2024-02-29,3.0,Ổn,Đã đọc xong,95.0,Neutral,3114.0,214.0,467.0
459.0,32,47,2023-08-21,2023-09-19,5.0,Rất hay,Chưa bắt đầu,9.0,Positive,3115.0,24.0,58.0
460.0,32,4,2024-12-08,2024-12-18,2.0,Không hay lắm,Bỏ dở,23.0,Negative,3116.0,99.0,239.0
461.0,32,57,2024-01-01,2024-01-22,1.0,Bình thường,Đang đọc,62.0,Negative,3117.0,517.0,827.0
462.0,32,7,2024-10-19,2024-11-08,5.0,Rất hay,Đang đọc,52.0,Positive,3118.0,235.0,490.0
463.0,32,54,2024-08-23,2024-08-27,2.0,Không hay lắm,Bỏ dở,28.0,Negative,3119.0,217.0,441.0
464.0,32,68,2023-07-08,2023-07-22,5.0,Recommend cho mọi người,Đã đọc xong,100.0,Positive,3120.0,205.0,348.0
465.0,32,51,2024-04-24,2024-05-14,4.0,Hay hơn mong đợi,Đã đọc xong,100.0,Positive,3121.0,856.0,2543.0
466.0,32,31,2024-09-01,2024-09-24,3.0,Đọc được,Đã đọc xong,96.0,Negative,3122.0,367.0,712.0
467.0,34,29,2025-12-25,2025-12-29,3.0,Có vài điểm hay,Chưa bắt đầu,5.0,Positive,3123.0,29.0,62.0
468.0,34,6,2025-11-07,2025-12-03,3.0,Đáng tham khảo,Đang đọc,44.0,Positive,3124.0,363.0,921.0
469.0,34,46,2025-11-03,2025-12-01,1.0,Hơi khó đọc,Đang đọc,71.0,Negative,3125.0,134.0,216.0
470.0,34,45,2025-12-03,2025-12-31,3.0,Có vài điểm hay,Đã đọc xong,97.0,Positive,3126.0,598.0,1489.0
471.0,34,72,2025-10-26,2025-11-12,1.0,Không phù hợp với mình,Bỏ dở,32.0,Negative,3127.0,282.0,571.0
472.0,34,57,2025-09-22,2025-10-18,5.0,Đọc một lần là nhớ mãi,Chưa bắt đầu,5.0,Positive,3128.0,41.0,78.0
473.0,34,76,2025-12-27,2025-12-31,5.0,Cực kỳ cuốn hút,Đã đọc xong,100.0,Positive,3129.0,824.0,2413.0
474.0,34,67,2025-10-05,2025-11-04,1.0,Nội dung yếu,Bỏ dở,33.0,Negative,3130.0,239.0,382.0
475.0,34,37,2025-12-25,2025-12-31,5.0,Rất hay,Đã đọc xong,98.0,Positive,3131.0,568.0,1367.0
476.0,34,5,2025-12-12,2025-12-29,4.0,Đáng đọc,Chưa bắt đầu,5.0,Positive,3132.0,17.0,40.0
477.0,34,89,2025-11-23,2025-12-07,3.0,Đọc được,Đã đọc xong,100.0,Positive,3133.0,204.0,531.0
478.0,34,26,2025-11-19,2025-12-08,3.0,Đáng tham khảo,Đã đọc xong,99.0,Negative,3134.0,851.0,1550.0
479.0,34,42,2025-12-04,2025-12-16,1.0,Hơi chán,Bỏ dở,36.0,Negative,3135.0,175.0,298.0
480.0,34,52,2025-09-26,2025-10-13,4.0,Đáng đọc,Đã đọc xong,100.0,Positive,3136.0,285.0,773.0
481.0,35,90,2025-04-05,2025-04-30,3.0,Có vài điểm hay,Bỏ dở,49.0,Positive,3137.0,416.0,941.0
482.0,35,49,2025-03-18,2025-03-27,2.0,Không hay lắm,Bỏ dở,20.0,Negative,3138.0,157.0,320.0
483.0,35,95,2025-11-04,2025-11-18,2.0,Hơi chán,Đang đọc,55.0,Negative,3139.0,438.0,700.0
484.0,35,11,2025-08-06,2025-08-31,2.0,Hơi khó đọc,Bỏ dở,38.0,Negative,3140.0,171.0,467.0
485.0,35,75,2025-02-21,2025-02-28,1.0,Không phù hợp với mình,Chưa bắt đầu,10.0,Negative,3141.0,79.0,173.0
